# y jRe_x jRe_y jRe_z jIm_x jIm_y jIm_z BRe_x BRe_y BRe_z BIm_x BIm_y BIm_z F_x F_y F_z VReGrad_x VReGrad_y VReGrad_z VImGrad_x VImGrad_y VImGrad_z s VRe VIm sigma mur
-0.075 -1814260.3 	-220.26408 	83.765611 	 -4458239.7 	-176.84871 	254.59606 	 3.2588978e-06 	0.0088154549 	0.038744815 	 5.926564e-07 	0.011600848 	0.0055602145 	 -6.5988313 	47540.914 	-33856.086 	 0.16124062 	2.26797e-05 	-5.8910078e-05 	 0.37244864 	3.59724e-05 	-0.00021485741 		-0.075 -7.2607364e-06 -2.8142165e-05 1200000 1
-0.07375 -1904774.5 	-0.018068299 	-0.061628331 	 -4119330.7 	0.14806441 	-0.010045948 	 4.0843609e-09 	0.0090751033 	0.037961923 	 2.1597738e-09 	0.011497416 	0.003895563 	 0.00038727082 	44294.48 	-32289.295 	 0.14430673 	2.5580602e-06 	-1.1105393e-07 	 0.30357705 	-4.2417505e-06 	-1.2397947e-08 		-0.07375 1.4263776e-07 7.2125825e-07 1200000 1
-0.0725 -1931569.5 	0.077134109 	-0.13531482 	 -3777712.7 	0.26081432 	-0.2385653 	 4.3915492e-09 	0.0099155698 	0.035973197 	 2.1776806e-09 	0.0124797 	0.00055192589 	 0.0036524252 	35879.407 	-33130.848 	 0.11569075 	2.5366727e-06 	-5.6843758e-08 	 0.18747489 	-4.4516319e-06 	1.7937076e-07 		-0.0725 1.4597612e-07 7.1579831e-07 1200000 1
-0.07125 -1933743.1 	0.30701833 	-0.059164747 	 -3459149.6 	0.17392943 	-0.40295017 	 4.6459177e-09 	0.010421647 	0.034074574 	 2.2139894e-09 	0.012819445 	-0.00215395 	 0.007899299 	29310.852 	-32260.052 	 0.08878359 	2.3975561e-06 	-1.272286e-07 	 0.07637358 	-4.4977619e-06 	3.1750833e-07 		-0.07125 1.4896552e-07 7.101587e-07 1200000 1
-0.07 -1917409.8 	0.27607772 	-0.040146293 	 -3162448.9 	0.32481751 	-0.42102648 	 4.948739e-09 	0.010737839 	0.03224515 	 2.2401659e-09 	0.012805603 	-0.0044663848 	 0.0065658447 	23931.868 	-30575.141 	 0.063626537 	2.4739481e-06 	-1.4959318e-07 	 -0.029659676 	-4.7435894e-06 	3.3423784e-07 		-0.07 1.5198629e-07 7.0451143e-07 1200000 1
-0.06875 -1885898.8 	0.12829707 	-0.17092342 	 -2885841.1 	0.33294604 	-0.66107298 	 5.3119838e-09 	0.010898196 	0.030492124 	 2.1780483e-09 	0.012581043 	-0.0064519221 	 0.0060296436 	19508.687 	-28479.117 	 0.040150165 	2.6463466e-06 	-4.7285573e-08 	 -0.1310341 	-4.8729031e-06 	5.3672997e-07 		-0.06875 1.551427e-07 6.9833724e-07 1200000 1
-0.0675 -1841357.1 	0.35547353 	-0.13537111 	 -2628648.1 	0.22602013 	-0.5346517 	 5.7665598e-09 	0.010926658 	0.028802676 	 2.2717779e-09 	0.012142791 	-0.0081697104 	 0.0081161713 	15827.866 	-26074.414 	 0.018334848 	2.5056205e-06 	-8.2285018e-08 	 -0.22789252 	-4.9099504e-06 	4.3385822e-07 		-0.0675 1.5853603e-07 6.9235714e-07 1200000 1
-0.06625 -1785888.4 	0.57259613 	-0.012331323 	 -2389390.9 	0.41055117 	-0.52040128 	 6.1046002e-09 	0.010812104 	0.027156778 	 2.2467683e-09 	0.011476423 	-0.0096756872 	 0.0087647923 	12740.864 	-23420.544 	 -0.0018853853 	2.368595e-06 	-1.8991435e-07 	 -0.32057821 	-5.1915411e-06 	4.2450871e-07 		-0.06625 1.6142924e-07 6.8595622e-07 1200000 1
-0.065 -1724139.8 	0.3985664 	-0.10118374 	 -2170441.5 	0.54950283 	-0.64543571 	 6.5317328e-09 	0.010648781 	0.025633632 	 2.1210478e-09 	0.01095002 	-0.010920144 	 0.0061728018 	10279.747 	-21102.367 	 -0.020312579 	2.5552061e-06 	-1.2163518e-07 	 -0.40773119 	-5.4348127e-06 	5.3207974e-07 		-0.065 1.6441064e-07 6.7930804e-07 1200000 1
-0.06375 -1657825.1 	0.4027461 	-0.1749019 	 -1968150.6 	0.30741888 	-0.59095851 	 7.0856725e-09 	0.010393625 	0.02423416 	 2.0648033e-09 	0.010439074 	-0.011935364 	 0.0070471729 	8369.0322 	-18919.014 	 -0.037125769 	2.5930412e-06 	-6.563744e-08 	 -0.49009349 	-5.3639301e-06 	4.9045948e-07 		-0.06375 1.6778422e-07 6.727675e-07 1200000 1
-0.0625 -1584158.8 	0.68706779 	-0.049938888 	 -1781645.7 	0.2681259 	-0.57953214 	 7.5187105e-09 	0.010081417 	0.022866898 	 2.0244392e-09 	0.0097999212 	-0.012850037 	 0.0091961651 	6693.5607 	-16753.549 	 -0.052559763 	2.3932869e-06 	-1.7467556e-07 	 -0.56877392 	-5.4639832e-06 	4.8463274e-07 		-0.0625 1.707799e-07 6.6609101e-07 1200000 1
-0.06125 -1507123.4 	0.65625333 	-0.023190819 	 -1610190 	0.48944843 	-0.49641369 	 7.9178154e-09 	0.0096923118 	0.021581633 	 1.8355632e-09 	0.0091301416 	-0.013619079 	 0.0060756755 	5329.0347 	-14698.704 	 -0.066597214 	2.4538751e-06 	-2.0197578e-07 	 -0.64330379 	-5.7804995e-06 	4.1953273e-07 		-0.06125 1.7372332e-07 6.5925691e-07 1200000 1
-0.06 -1427430.4 	0.46084872 	-0.18444127 	 -1452688.6 	0.46922614 	-0.68342786 	 8.2695507e-09 	0.0092740727 	0.02038634 	 1.4635201e-09 	0.0084895987 	-0.014269132 	 0.0051604086 	4214.0211 	-12831.379 	 -0.079335864 	2.6492764e-06 	-7.3385008e-08 	 -0.71396508 	-5.8959482e-06 	5.802278e-07 		-0.06 1.7681822e-07 6.5186452e-07 1200000 1
-0.05875 -1345941 	0.65059014 	-0.14267003 	 -1308125.9 	0.1769453 	-0.49942276 	 8.6816823e-09 	0.0087942772 	0.019268008 	 1.3198967e-09 	0.0078315752 	-0.01482223 	 0.0075528129 	3294.9542 	-11083.741 	 -0.090848447 	2.5237404e-06 	-1.1334799e-07 	 -0.7809503 	-5.7878286e-06 	4.3173145e-07 		-0.05875 1.801979e-07 6.4485433e-07 1200000 1
-0.0575 -1262494.6 	0.88023754 	0.0095396978 	 -1173789.4 	0.30853601 	-0.49317938 	 8.9523304e-09 	0.0083280925 	0.018168193 	 1.100171e-09 	0.0071245921 	-0.015320427 	 0.0073382857 	2500.0047 	-9484.2471 	 -0.10132767 	2.3601018e-06 	-2.4580701e-07 	 -0.84519348 	-6.0332894e-06 	4.3153402e-07 		-0.0575 1.8306192e-07 6.3746995e-07 1200000 1
-0.05625 -1179255 	0.69961713 	-0.095836412 	 -1052514.5 	0.51192425 	-0.5716924 	 9.2422279e-09 	0.0078118137 	0.017173235 	 6.6362174e-10 	0.0064840828 	-0.015719188 	 0.0041799423 	1867.2981 	-8058.5548 	 -0.11061552 	2.5362011e-06 	-1.6460434e-07 	 -0.90547956 	-6.3356653e-06 	5.0264963e-07 		-0.05625 1.8599896e-07 6.2978739e-07 1200000 1
