# x jRe_x jRe_y jRe_z jIm_x jIm_y jIm_z BRe_x BRe_y BRe_z BIm_x BIm_y BIm_z F_x F_y F_z VReGrad_x VReGrad_y VReGrad_z VImGrad_x VImGrad_y VImGrad_z s VRe VIm sigma mur
-0.035 -18875.414 	50403.477 	7336.0295 	 -347050.78 	533545.07 	122335.17 	 0.0057961679 	0.0026878873 	0.042356205 	 -0.0002100195 	-0.00040085608 	0.00457408 	 2303.7069 	1200.8712 	-48.065617 	 -0.66823517 	0.62021224 	-0.0024665423 	 -3.0108581 	3.7372544 	-0.099696493 		-0.035 0.004348663 0.017913769 1200000 1
-0.03375 -122624.89 	107507.76 	9170.293 	 -621463.64 	540589.94 	111355.73 	 0.0055817672 	0.0026294987 	0.0421575 	 -0.00027677899 	-0.00041464995 	0.0043152685 	 3421.8955 	3916.9746 	-245.98837 	 -0.64625465 	0.60193584 	-0.0023470989 	 -2.7558094 	3.4794189 	-0.090829327 		-0.03375 0.0034819266 0.013959978 1200000 1
-0.0325 -257685.94 	120623.36 	12889.483 	 -1134864.5 	429431.54 	127659.89 	 0.0051856298 	0.0026470575 	0.041830561 	 -0.00027723044 	-0.00042458595 	0.0039950627 	 3327.9314 	7693.8475 	-343.41153 	 -0.59479486 	0.60151387 	-0.0039985483 	 -2.3151629 	3.3632576 	-0.10472194 		-0.0325 0.0027031776 0.010842875 1200000 1
-0.03125 -400670.25 	127398.29 	14907.94 	 -1557592.4 	355140.91 	133969.31 	 0.0048204888 	0.0026656223 	0.041410253 	 -0.00027265722 	-0.00043684788 	0.0037453697 	 3227.2071 	11278.853 	-444.79954 	 -0.53825853 	0.59935828 	-0.0044740175 	 -1.9471892 	3.2235355 	-0.11027765 		-0.03125 0.0019935533 0.0082227541 1200000 1
-0.03 -545299.48 	127100.15 	16729.087 	 -1907594.2 	292092.42 	137115.14 	 0.0044809901 	0.0026827742 	0.04108157 	 -0.00026033931 	-0.00044931928 	0.0036498418 	 3055.0652 	14793.696 	-544.76102 	 -0.48063986 	0.59661858 	-0.004995902 	 -1.637082 	3.0816477 	-0.11318794 		-0.03 0.0013575098 0.0060239103 1200000 1
-0.02875 -686384.71 	124025.79 	18262.658 	 -2194463.4 	240324.12 	138159.11 	 0.0041640144 	0.0026994552 	0.040805654 	 -0.00024564959 	-0.00045974848 	0.0036607224 	 2883.8678 	18144.008 	-648.20364 	 -0.42503871 	0.59080953 	-0.005481689 	 -1.377497 	2.9372211 	-0.11433083 		-0.02875 0.00079318305 0.0041774114 1200000 1
-0.0275 -822554.91 	120155.67 	19160.089 	 -2432513.1 	202582.12 	136093.13 	 0.0038683594 	0.0027158037 	0.040568817 	 -0.00022952591 	-0.00046785291 	0.0037423312 	 2728.7366 	21388.255 	-756.57443 	 -0.37182675 	0.58107124 	-0.0056364205 	 -1.1570376 	2.7877304 	-0.1128599 		-0.0275 0.00029724427 0.0026259363 1200000 1
-0.02625 -952944.36 	114900.62 	19856.659 	 -2633104.1 	170920.74 	133168.47 	 0.0035910485 	0.0027316628 	0.040369382 	 -0.00021319302 	-0.00047417833 	0.0038743093 	 2567.8801 	24491.006 	-866.54788 	 -0.32121269 	0.56863575 	-0.0058044744 	 -0.96668141 	2.6394343 	-0.11064921 		-0.02625 -0.00013309532 0.0013290566 1200000 1
-0.025 -1076931.1 	109554.57 	20032.413 	 -2803050.3 	145951.8 	128299.08 	 0.0033312126 	0.0027470971 	0.040198951 	 -0.00019731941 	-0.00047882792 	0.0040340024 	 2416.6781 	27473.017 	-978.76953 	 -0.27335403 	0.5529954 	-0.005708917 	 -0.80115101 	2.4915424 	-0.10679081 		-0.025 -0.00050167311 0.0002520142 1200000 1
-0.02375 -1194211.7 	103403.03 	20088.829 	 -2948088.7 	124699.69 	123194.04 	 0.0030864592 	0.0027619143 	0.040060134 	 -0.00018185818 	-0.00048225464 	0.004219508 	 2259.9116 	30313.471 	-1090.2974 	 -0.22828823 	0.53527697 	-0.0056631868 	 -0.65600153 	2.3461578 	-0.10270956 		-0.02375 -0.00081165726 -0.00063242226 1200000 1
-0.0225 -1304532.8 	97437.352 	19734.293 	 -3072136.4 	107043.61 	116879.73 	 0.0028560218 	0.0027762311 	0.039942135 	 -0.00016747954 	-0.00048467766 	0.0044106698 	 2111.9956 	33013.086 	-1201.2466 	 -0.18606423 	0.51508807 	-0.0054121313 	 -0.52828684 	2.2030767 	-0.097593237 		-0.0225 -0.0010669652 -0.001347896 1200000 1
-0.02125 -1407868.1 	91013.283 	19326.246 	 -3178560.8 	91969.076 	110664.33 	 0.0026379838 	0.0027898144 	0.039850821 	 -0.00015364978 	-0.00048631573 	0.0046134733 	 1960.61 	35567.97 	-1309.5403 	 -0.14664244 	0.49334953 	-0.0052336599 	 -0.41545613 	2.0627727 	-0.092534009 		-0.02125 -0.0012708749 -0.0019142722 1200000 1
-0.02 -1504165.4 	84894.085 	18602.29 	 -3269908.1 	79032.139 	103711.97 	 0.0024316574 	0.0028028266 	0.039773245 	 -0.00014098274 	-0.00048746256 	0.0048099053 	 1818.2336 	37967.434 	-1414.8679 	 -0.11001339 	0.46975379 	-0.0048976047 	 -0.31564144 	1.9253057 	-0.086835618 		-0.02 -0.0014271933 -0.0023488167 1200000 1
-0.01875 -1593542.5 	78537.05 	17873.693 	 -3348369.6 	68021.761 	97028.366 	 0.0022354968 	0.0028150247 	0.039717764 	 -0.00012881175 	-0.00048812317 	0.0050091426 	 1674.4423 	40220.757 	-1516.0256 	 -0.076100748 	0.44502777 	-0.0046462437 	 -0.22720715 	1.7904963 	-0.081338783 		-0.01875 -0.0015391642 -0.0026667255 1200000 1
-0.0175 -1676061.8 	72520.165 	16905.662 	 -3415729.9 	58356.28 	89904.217 	 0.0020488863 	0.0028265951 	0.039670129 	 -0.00011767304 	-0.0004886293 	0.005195526 	 1539.459 	42310.945 	-1612.4305 	 -0.044860904 	0.41893509 	-0.0042741424 	 -0.14886749 	1.6585253 	-0.075453306 		-0.0175 -0.0016103947 -0.0028811766 1200000 1
-0.01625 -1751912.2 	66403.87 	15962.763 	 -3473502.2 	50174.147 	83113.748 	 0.0018705655 	0.0028372881 	0.039640507 	 -0.00010692022 	-0.00048881417 	0.0053791738 	 1404.577 	44256.359 	-1703.6197 	 -0.016200799 	0.39203527 	-0.0039879247 	 -0.07950058 	1.5289437 	-0.069827116 		-0.01625 -0.0016440111 -0.003004153 1200000 1
-0.015 -1821211.5 	60617.684 	14841.079 	 -3522981.8 	42864.806 	76068.46 	 0.0016999765 	0.0028473149 	0.03961398 	 -9.7004809e-05 	-0.00048904582 	0.0055466726 	 1277.8427 	46036.356 	-1788.8306 	 0.0099374652 	0.36415035 	-0.0036098576 	 -0.018185621 	1.4019681 	-0.063970913 		-0.015 -0.0016433805 -0.0030460296 1200000 1
-0.01375 -1884170.8 	54814.966 	13761.876 	 -3565234.4 	36707.768 	69362.835 	 0.0015360747 	0.0028564369 	0.039602019 	 -8.7363318e-05 	-0.00048904304 	0.0057079724 	 1152.1511 	47674.914 	-1868.1589 	 0.033647467 	0.33570195 	-0.0033135431 	 0.035867653 	1.2770548 	-0.058382678 		-0.01375 -0.0016114782 -0.0030164895 1200000 1
-0.0125 -1940930.5 	49308.033 	12550.351 	 -3601220.7 	31123.586 	62513.694 	 0.0013783486 	0.0028648724 	0.039589448 	 -7.8368543e-05 	-0.00048919402 	0.0058516708 	 1033.6183 	49149.383 	-1940.7426 	 0.054992824 	0.30655894 	-0.0029473473 	 0.083335518 	1.1544087 	-0.052660911 		-0.0125 -0.0015514313 -0.0029239336 1200000 1
-0.01125 -1991698.9 	43829.709 	11386.105 	 -3631701.8 	26427.357 	55972.858 	 0.0012259198 	0.0028723851 	0.039588613 	 -6.9556823e-05 	-0.00048913535 	0.0059870622 	 916.59222 	50486.962 	-2007.0751 	 0.07406182 	0.27703239 	-0.0026527672 	 0.1247864 	1.0334778 	-0.04718441 		-0.01125 -0.0014660514 -0.0027763563 1200000 1
-0.01 -2036612 	38600.598 	10126.155 	 -3657390.4 	22106.435 	49356.323 	 0.0010783094 	0.0028792045 	0.03958434 	 -6.1223903e-05 	-0.00048928061 	0.0061044123 	 805.54072 	51663.724 	-2066.2219 	 0.090913179 	0.24702845 	-0.0023061998 	 0.16071734 	0.9144253 	-0.041634258 		-0.01 -0.0013582405 -0.0025807393 1200000 1
-0.00875 -2075854 	33419.051 	8912.3185 	 -3678818.7 	18453.75 	42999.446 	 0.00093476561 	0.0028851059 	0.039589586 	 -5.3005883e-05 	-0.00048922077 	0.0062121839 	 696.08433 	52708.312 	-2118.9343 	 0.10562203 	0.21677159 	-0.0020197644 	 0.19153131 	0.79673693 	-0.036291858 		-0.00875 -0.0012306593 -0.002343836 1200000 1
-0.0075 -2109544.6 	28433.887 	7630.913 	 -3696513 	15042.304 	36603.985 	 0.00079483102 	0.0028903161 	0.039589321 	 -4.5128778e-05 	-0.00048938223 	0.0063019874 	 591.31616 	53596.051 	-2164.2381 	 0.11823992 	0.18619814 	-0.0016954432 	 0.21759194 	0.68051693 	-0.030909664 		-0.0075 -0.001086019 -0.0020716225 1200000 1
