# y jRe_x jRe_y jRe_z jIm_x jIm_y jIm_z BRe_x BRe_y BRe_z BIm_x BIm_y BIm_z F_x F_y F_z VReGrad_x VReGrad_y VReGrad_z VImGrad_x VImGrad_y VImGrad_z s VRe VIm sigma mur
-0.075 -23695446 	-503920.42 	-2017103 	 -29265957 	-7824757.5 	-1676959.5 	 -0.0028785699 	7.7575613e-05 	0.034153398 	 0.0006465291 	-0.00020595572 	-0.0078990644 	 22261.784 	291440.49 	3903.4558 	 -12.522111 	-12.448712 	0.11673149 	 -44.524344 	-178.77828 	11.068463 		-0.075 -0.28459814 1.09857 1200000 1
-0.07375 -17763141 	-351802.31 	-1508732.3 	 -2650023.5 	307709.95 	-177571.28 	 -0.0017390491 	1.800807e-05 	0.020750726 	 0.00083003611 	-0.00013662625 	-0.01027996 	 -5482.5421 	227794.64 	-423.58574 	 -13.113405 	-11.962616 	0.046025816 	 -48.236544 	-172.21929 	10.168068 		-0.07375 -0.30015903 0.87509718 1200000 1
-0.0725 -7198227.8 	-252824.02 	-600912.54 	 3770886 	717133.17 	348245.2 	 -0.00032087713 	-3.8776e-05 	0.0041942718 	 0.00085389606 	-3.3357771e-05 	-0.011222822 	 -5125.2488 	48791.557 	-335.16942 	 -14.068423 	-10.965371 	-0.087056345 	 -54.763777 	-159.50941 	8.4447746 		-0.0725 -0.31464564 0.66632611 1200000 1
-0.07125 -3526650.5 	-54260.926 	-286009.3 	 2509101.2 	997662.3 	228728.05 	 -7.5880812e-05 	-3.1864445e-05 	0.0010837629 	 0.00055942209 	-1.4006074e-05 	-0.0084617609 	 -5217.2916 	26994.066 	-254.59458 	 -14.486841 	-10.039379 	-0.18165077 	 -59.196489 	-147.84875 	7.037092 		-0.07125 -0.32721938 0.48049843 1200000 1
-0.07 144926.8 	144302.17 	28893.935 	 1247316.3 	1278191.4 	109210.89 	 0.00016911551 	-2.4952891e-05 	-0.0020267459 	 0.00026494811 	5.3456219e-06 	-0.0057007 	 -5309.3344 	5196.5743 	-174.01974 	 -14.90526 	-9.1133869 	-0.2762452 	 -63.629201 	-136.1881 	5.6294095 		-0.07 -0.33979312 0.29467076 1200000 1
-0.06875 183057.89 	234902.61 	23321.805 	 649769.09 	1293053.6 	46843.639 	 0.00012044932 	-2.3936129e-05 	-0.0018443941 	 0.00012857026 	-1.5205742e-05 	-0.0043620218 	 -4745.6315 	2782.551 	-98.125165 	 -14.94696 	-8.4151183 	-0.32366387 	 -66.161433 	-125.83068 	4.6145167 		-0.06875 -0.35014774 0.13821005 1200000 1
-0.0675 221188.98 	325503.06 	17749.675 	 52221.877 	1307915.8 	-15523.616 	 7.1783142e-05 	-2.2919366e-05 	-0.0016620424 	 -7.8075955e-06 	-3.5757106e-05 	-0.0030233437 	 -4181.9286 	368.52772 	-22.230594 	 -14.98866 	-7.7168498 	-0.37108255 	 -68.693665 	-115.47327 	3.599624 		-0.0675 -0.36050236 -0.018250648 1200000 1
-0.06625 126014.51 	325244.31 	7339.1537 	 12082.214 	1304608.9 	-20466.871 	 5.5656844e-05 	-2.7248938e-05 	-0.0015067611 	 -7.2593921e-06 	-4.3557994e-05 	-0.0030440161 	 -4177.163 	190.26151 	-17.944393 	 -14.951806 	-7.2494185 	-0.39195244 	 -70.095781 	-106.42405 	2.8548848 		-0.06625 -0.36943987 -0.15047312 1200000 1
-0.065 30840.04 	324985.56 	-3071.3678 	 -28057.449 	1301302 	-25410.126 	 3.9530545e-05 	-3.1578509e-05 	-0.0013514798 	 -6.7111888e-06 	-5.1358883e-05 	-0.0030646886 	 -4172.3974 	11.995298 	-13.658192 	 -14.914953 	-6.7819872 	-0.41282233 	 -71.497897 	-97.374831 	2.1101456 		-0.065 -0.37837737 -0.28269558 1200000 1
-0.06375 17081.817 	321350.88 	-4693.2482 	 -17689.805 	1308860.3 	-25054.353 	 3.8663127e-05 	-3.3017316e-05 	-0.0013350866 	 -4.3762503e-06 	-5.3662367e-05 	-0.0031166108 	 -4236.0623 	8.1806284 	-14.865894 	 -14.872391 	-6.4832847 	-0.41936713 	 -72.194453 	-89.535889 	1.5654664 		-0.06375 -0.38639484 -0.39391019 1200000 1
