-0.01 0.00107524792595 	0.00285411575516 	0.0399517561935 	 -6.52608235359e-05 	-0.000510528892636 	0.00676599677115 	 -2034753.55291 	39045.6989498 	10484.2951862 	 -3678124.35997 	21579.1474724 	48943.6209034 	 821.363937685 	53335.5736181 	-1992.40865743 	
-0.00875 0.00100267366571 	0.00249849292526 	0.0413909055699 	 -9.01637140755e-05 	-0.00118223191543 	0.00976847019174 	 -1991594.57543 	13436.3911889 	11936.1771667 	 -3877888.87207 	16046.7169058 	48604.8229927 	 370.366138111 	60177.9606906 	-206.341319482 	
-0.0075 0.000811613521949 	0.0022645227553 	0.040702094194 	 -0.000117364326494 	-0.00150977138303 	0.00876610665301 	 -2053997.30891 	17465.6637389 	10599.3676803 	 -3820905.03904 	12896.6365711 	38993.5284048 	 419.905982683 	58684.3542956 	545.393934142 	
-0.00625 0.000656096585032 	0.00287053608769 	0.0399722980203 	 -4.00176167742e-05 	-0.000510038252154 	0.00704826089564 	 -2136371.60288 	23782.4074927 	6621.95048019 	 -3732801.21779 	11724.4820217 	30155.1755717 	 497.631704087 	56098.8436598 	-2129.48791224 	
-0.005 0.000521947027971 	0.00287430408831 	0.0399789760895 	 -3.19203667957e-05 	-0.000509960079979 	0.00711324922909 	 -2159458.6652 	18907.453682 	5298.63007461 	 -3744376.94909 	9068.03678137 	24018.5120019 	 395.147096581 	56729.7893752 	-2161.16900413 	
-0.00375 0.000389738537715 	0.00287722584204 	0.0399848225075 	 -2.39215215798e-05 	-0.000509904617159 	0.00716385119558 	 -2177319.13681 	14110.8051901 	3967.52118501 	 -3753120.60525 	6622.41973553 	17939.1739811 	 294.634631794 	57219.093325 	-2185.81646373 	
-0.0025 0.000258990946353 	0.00287930479578 	0.0399891488043 	 -1.5991917227e-05 	-0.000509868428294 	0.00719986803837 	 -2190024.01157 	9373.9361646 	2635.69378169 	 -3759225.37756 	4332.16620761 	11912.4941014 	 195.612112758 	57567.2904071 	-2203.41822526 	
-0.00125 0.000129218578627 	0.00288054199185 	0.0399919802607 	 -8.10642381382e-06 	-0.000509852214619 	0.00722154326421 	 -2197624.14655 	4677.12480286 	1305.75834595 	 -3762829.75806 	2143.75785063 	5924.81137529 	 97.5843474835 	57776.0571481 	-2213.96103609 	
1.08420217249e-17 -7.29607268738e-08 	0.00288093785187 	0.0399928503687 	 -2.41788197464e-07 	-0.000509855087144 	0.00722867977548 	 -2200153.24542 	0.341020952257 	-24.1383556444 	 -3764018.11378 	5.54886406493 	-45.4424643676 	 0.0509528627596 	57845.2884872 	-2217.44187736 	
0.00125 -0.000129371400647 	0.00288049617387 	0.0399920050994 	 7.62658723438e-06 	-0.000509873956229 	0.00722149660573 	 -2197622.36598 	-4676.65939472 	-1354.48756303 	 -3762821.91704 	-2132.56856627 	-6017.52030663 	 -97.4870520057 	57775.9390517 	-2213.86759809 	
0.0025 -0.000259143729729 	0.00287921518884 	0.0399891901553 	 1.55241019395e-05 	-0.00050991102228 	0.00719977273458 	 -2190020.73529 	-9373.90581037 	-2680.99262413 	 -3759211.52786 	-4321.0144406 	-12001.2812198 	 -195.530311484 	57567.0539487 	-2203.23564552 	
0.00375 -0.000389858885197 	0.00287709196845 	0.0399848697559 	 2.34795824948e-05 	-0.000509975611468 	0.00716370167803 	 -2177314.44237 	-14111.3561724 	-3998.75483696 	 -3753103.47986 	-6611.57252627 	-18003.3836857 	 -294.582631525 	57218.7238339 	-2185.52679972 	
0.005 -0.000522007371647 	0.00287411611753 	0.0399790174035 	 3.15254918729e-05 	-0.000510083032313 	0.00711303889773 	 -2159450.77578 	-18908.4951855 	-5306.73646878 	 -3744356.11743 	-9057.719819 	-24036.0659487 	 -395.130071295 	56729.222294 	-2160.72416376 	
0.00625 -0.000747721488675 	0.00299058933822 	0.0404506720196 	 2.34711253402e-05 	-0.000351223032251 	0.0077986066266 	 -2107872.95969 	-21480.8423856 	-7145.90850119 	 -3789333.36186 	-11766.8752077 	-35091.4766157 	 -461.42160604 	57603.2911915 	-2505.95938162 	
0.0075 -0.000777150402281 	0.00357417539445 	0.0412938345625 	 -5.85609046146e-05 	0.000561173443495 	0.0089563504594 	 -2087178.73482 	-16258.9068937 	-5324.8398888 	 -3893966.04073 	-12119.5719546 	-36503.033021 	 -359.172208883 	60687.8668135 	-4834.63300779 	
0.00875 -0.000932154696917 	0.00286014439312 	0.0399579203834 	 5.64741342585e-05 	-0.000510643839684 	0.00687418758244 	 -2074104.06703 	-33840.7690009 	-9185.96949445 	 -3699975.65345 	-17911.1017264 	-42506.635835 	 -710.431863168 	54402.0152439 	-2044.13093537 	
0.01 -0.0010752324439 	0.00285383837942 	0.0399516219306 	 6.51491112949e-05 	-0.000510883094433 	0.00676549767416 	 -2034713.48933 	-39052.3124123 	-10463.4301972 	 -3678034.43011 	-21582.5376699 	-48855.1535415 	 -821.515207696 	53333.414957 	-1991.45268117 	
0.01125 -0.0012224162865 	0.00284669344379 	0.0399472886941 	 7.40540178139e-05 	-0.000511150854776 	0.00664259409849 	 -1989630.32503 	-44403.3416513 	-11724.5202479 	 -3651780.14492 	-25738.4382142 	-55318.920677 	 -936.249228024 	52115.289117 	-1931.99489912 	
0.0125 -0.00137430817169 	0.00283872589645 	0.0399456877536 	 8.3230813459e-05 	-0.000511436845412 	0.00650540096112 	 -1938703.59595 	-49903.3131304 	-12959.9392261 	 -3620640.54367 	-30466.9368645 	-61895.7660303 	 -1054.94795641 	50744.6337853 	-1865.88021178 	
0.01375 -0.00153154944889 	0.00282990713244 	0.0399483268778 	 9.27347810702e-05 	-0.000511754478321 	0.00635456220653 	 -1881770.63462 	-55558.1690223 	-14159.1711256 	 -3583943.03413 	-35868.8855599 	-68577.4492996 	 -1177.90087707 	49219.9729786 	-1793.24097778 	
0.015 -0.0016948276017 	0.00282025909895 	0.0399563170781 	 0.000102625551769 	-0.000512083546635 	0.00619025880426 	 -1818663.85128 	-61369.6055279 	-15310.0948117 	 -3540888.28292 	-42061.300603 	-75348.5484224 	 -1305.29986063 	47538.4705986 	-1714.30763019 	
0.01625 -0.00186486782786 	0.00280977090253 	0.0399715026184 	 0.000112971790632 	-0.000512415415987 	0.00601356249288 	 -1749211.9155 	-67333.5930038 	-16398.2948281 	 -3490536.23997 	-49180.4580486 	-82186.1193536 	 -1437.29695861 	45698.9753043 	-1629.36033815 	
0.0175 -0.00204246102744 	0.00279847800422 	0.0399953781412 	 0.000123853518082 	-0.00051270491768 	0.00582513991438 	 -1673252.24213 	-73438.4796495 	-17406.8951498 	 -3431783.96706 	-57384.7068487 	-89057.4738416 	 -1573.88195296 	43699.4583002 	-1538.80668891 	
0.01875 -0.00222845546804 	0.00278639907426 	0.040030160871 	 0.000135353221137 	-0.00051289730034 	0.00562680643488 	 -1590635.51309 	-79662.8149654 	-18314.5553098 	 -3363351.157 	-66861.1506757 	-95914.8983447 	 -1714.9683396 	41539.9436224 	-1443.15681031 	
0.02 -0.00242377802818 	0.00277359107444 	0.0400777857162 	 0.000147561971509 	-0.000512891890173 	0.00542011079549 	 -1501243.5293 	-85972.958362 	-19096.3604927 	 -3283753.32575 	-77834.4930336 	-102694.308824 	 -1860.24710143 	39220.324296 	-1343.07838698 	
0.02125 -0.00262944247369 	0.00276011009958 	0.0401408434933 	 0.000160538725774 	-0.000512554185725 	0.0052081168667 	 -1405000.8399 	-92320.2273734 	-19725.5140348 	 -3191277.70784 	-90584.1704127 	-109317.530131 	 -2009.33264445 	36742.9972334 	-1239.38635887 	
0.0225 -0.00284654513985 	0.0027460256831 	0.0402217197409 	 0.000174334086494 	-0.000511705914967 	0.00499388096975 	 -1301904.48905 	-98636.5239425 	-20173.872305 	 -3083948.54522 	-105463.42989 	-115685.845847 	 -2161.57708122 	34111.2914873 	-1133.04392453 	
0.02375 -0.00307628923335 	0.00273141474961 	0.0403235027096 	 0.000188933030282 	-0.000510119153733 	0.00478254029679 	 -1192049.21553 	-104828.782737 	-20407.597951 	 -2959498.01196 	-122932.773179 	-121658.583223 	 -2316.3024442 	31331.8861303 	-1025.17259975 	
0.025 -0.00332000643223 	0.00271636297413 	0.0404493231542 	 0.000204293673427 	-0.000507516164433 	0.00457959091267 	 -1075683.35011 	-110757.910709 	-20383.2459705 	 -2815314.71281 	-143570.881818 	-127028.905736 	 -2472.32943225 	28413.5011015 	-917.012852122 	
0.02625 -0.00357918257682 	0.0027009661926 	0.0406040069259 	 0.00022026402023 	-0.000503564669602 	0.0043939033593 	 -953226.286097 	-116215.805366 	-20047.7362697 	 -2648290.56647 	-168087.163527 	-131503.973307 	 -2628.0062823 	25370.3476759 	-809.935482213 	
0.0275 -0.00385547316076 	0.00268532745404 	0.0407925790346 	 0.000236539353116 	-0.000497913063729 	0.00423363331192 	 -825273.635765 	-120752.502251 	-19336.4962735 	 -2454034.25377 	-196926.883252 	-134684.057801 	 -2777.08679876 	22210.850383 	-704.98614503 	
0.02875 -0.00415073165208 	0.00266957400347 	0.0410240289316 	 0.00025268053877 	-0.000490170141207 	0.0041140609065 	 -692192.755188 	-123519.944817 	-18170.8777484 	 -2224668.36843 	-229964.511292 	-135998.596425 	 -2905.23240504 	18942.4842034 	-602.911468497 	
0.03 -0.00446636675798 	0.00265383518788 	0.0412942811681 	 0.000267846844164 	-0.000480260981986 	0.00403416116369 	 -553618.984102 	-122642.112484 	-16488.8883272 	 -1942530.71567 	-264141.421024 	-134800.792377 	 -2971.20405344 	15487.1599301 	-501.493411268 	
0.03125 -0.00480367464517 	0.00263823743058 	0.0415919556916 	 0.000281160916728 	-0.000468020945371 	0.00402654524774 	 -406160.704976 	-115256.472875 	-14183.4234422 	 -1569445.20076 	-296319.004055 	-129856.630353 	 -2913.12898623 	11733.5498785 	-397.669147106 	
0.0325 -0.00516204015504 	0.00262202621032 	0.0418500588196 	 0.00029231794098 	-0.000454568709095 	0.00400469834713 	 -247299.124737 	-101137.236055 	-11176.1848957 	 -1049071.90415 	-332858.065482 	-119754.040461 	 -2720.23938939 	7341.22188769 	-288.52276887 	
0.03375 -0.00554528440719 	0.00260539798144 	0.0422302907639 	 0.000297739380833 	-0.000441431542771 	0.00445778256055 	 -113122.174171 	-91494.8911149 	-7868.16917289 	 -539680.316325 	-460819.525827 	-105517.902846 	 -2934.41912404 	3598.91373383 	-204.612795254 	
0.035 -0.005779442734 	0.00260373829453 	0.0429621871778 	 0.000283827389959 	-0.000423004083878 	0.00544287258469 	 -22069.8233533 	-82836.5186027 	-5225.5274575 	 -295315.150208 	-676488.47152 	-97721.4278636 	 -3608.99999783 	1282.32560185 	-99.1193915226 	
