0 	0 	1e-06 	 -8.2477589e-12 	-8.2491665e-12 	0.023159432 	
0 	0 	0.00050098333 	 -4.1319897e-09 	-4.1326949e-09 	0.023160803 	
0 	0 	0.0010009667 	 -8.2557317e-09 	-8.2571407e-09 	0.023162174 	
0 	0 	0.00150095 	 -1.2259709e-08 	-1.2261445e-08 	0.023163444 	
0 	0 	0.0020009333 	 -1.587847e-08 	-1.5879325e-08 	0.023164386 	
0 	0 	0.0025009167 	 -1.9497231e-08 	-1.9497204e-08 	0.023165327 	
0 	0 	0.0030009 	 -2.2927757e-08 	-2.2926664e-08 	0.023166349 	
0 	0 	0.0035008833 	 -2.5979547e-08 	-2.5977016e-08 	0.023167533 	
0 	0 	0.0040008667 	 -2.9031337e-08 	-2.9027369e-08 	0.023168716 	
0 	0 	0.00450085 	 -3.1919001e-08 	-3.1913621e-08 	0.023169883 	
0 	0 	0.0050008333 	 -3.4383324e-08 	-3.4376596e-08 	0.023171004 	
0 	0 	0.0055008167 	 -3.6847648e-08 	-3.6839571e-08 	0.023172125 	
0 	0 	0.0060008 	 -3.9269842e-08 	-3.9260407e-08 	0.023173232 	
0 	0 	0.0065007833 	 -4.1147535e-08 	-4.1136607e-08 	0.023174158 	
0 	0 	0.0070007667 	 -4.3025228e-08 	-4.3012806e-08 	0.023175084 	
0 	0 	0.00750075 	 -4.4902922e-08 	-4.4889006e-08 	0.023176011 	
0 	0 	0.0080007333 	 -4.6370698e-08 	-4.6355225e-08 	0.023176758 	
0 	0 	0.0085007167 	 -4.7664004e-08 	-4.7646946e-08 	0.023177429 	
0 	0 	0.0090007 	 -4.8957309e-08 	-4.8938668e-08 	0.0231781 	
0 	0 	0.0095006833 	 -5.0159794e-08 	-5.0139581e-08 	0.023178728 	
0 	0 	0.010000667 	 -5.0885502e-08 	-5.0863788e-08 	0.023179128 	
0 	0 	0.01050065 	 -5.1611211e-08 	-5.1587995e-08 	0.023179528 	
0 	0 	0.011000633 	 -5.2336919e-08 	-5.2312202e-08 	0.023179928 	
0 	0 	0.011500617 	 -5.2826696e-08 	-5.2800518e-08 	0.023180216 	
0 	0 	0.0120006 	 -5.3014753e-08 	-5.2987167e-08 	0.023180363 	
0 	0 	0.012500583 	 -5.320281e-08 	-5.3173815e-08 	0.023180509 	
0 	0 	0.013000567 	 -5.3390868e-08 	-5.3360464e-08 	0.023180655 	
0 	0 	0.01350055 	 -5.3315223e-08 	-5.3283424e-08 	0.023180691 	
0 	0 	0.014000533 	 -5.3004558e-08 	-5.2971376e-08 	0.023180627 	
0 	0 	0.014500517 	 -5.2693894e-08 	-5.2659328e-08 	0.023180563 	
0 	0 	0.0150005 	 -5.2383229e-08 	-5.234728e-08 	0.023180499 	
0 	0 	0.015500483 	 -5.1882837e-08 	-5.1845501e-08 	0.023180372 	
0 	0 	0.016000467 	 -5.112069e-08 	-5.1081961e-08 	0.023180157 	
0 	0 	0.01650045 	 -5.0358543e-08 	-5.0318421e-08 	0.023179943 	
0 	0 	0.017000433 	 -4.9596395e-08 	-4.9554881e-08 	0.023179729 	
0 	0 	0.017500417 	 -4.8793465e-08 	-4.8750561e-08 	0.023179506 	
0 	0 	0.0180004 	 -4.7636023e-08 	-4.7591749e-08 	0.023179209 	
0 	0 	0.018500383 	 -4.6478581e-08 	-4.6432937e-08 	0.023178911 	
0 	0 	0.019000367 	 -4.5321139e-08 	-4.5274125e-08 	0.023178614 	
0 	0 	0.01950035 	 -4.4163696e-08 	-4.4115313e-08 	0.023178316 	
0 	0 	0.020000333 	 -4.2819077e-08 	-4.2769355e-08 	0.023178009 	
0 	0 	0.020500317 	 -4.1331511e-08 	-4.1280476e-08 	0.023177695 	
0 	0 	0.0210003 	 -3.9843945e-08 	-3.9791596e-08 	0.02317738 	
0 	0 	0.021500283 	 -3.8356379e-08 	-3.8302716e-08 	0.023177066 	
0 	0 	0.022000267 	 -3.6868814e-08 	-3.6813836e-08 	0.023176751 	
0 	0 	0.02250025 	 -3.5174859e-08 	-3.5118621e-08 	0.02317647 	
0 	0 	0.023000233 	 -3.3429491e-08 	-3.3372005e-08 	0.023176197 	
0 	0 	0.023500217 	 -3.1684122e-08 	-3.1625388e-08 	0.023175925 	
0 	0 	0.0240002 	 -2.9938754e-08 	-2.9878772e-08 	0.023175652 	
0 	0 	0.024500183 	 -2.8193386e-08 	-2.8132156e-08 	0.023175379 	
0 	0 	0.025000167 	 -2.6302912e-08 	-2.6240547e-08 	0.023175176 	
0 	0 	0.02550015 	 -2.4374381e-08 	-2.4310911e-08 	0.023174992 	
0 	0 	0.026000133 	 -2.244585e-08 	-2.2381274e-08 	0.023174808 	
0 	0 	0.026500117 	 -2.0517319e-08 	-2.0451638e-08 	0.023174624 	
0 	0 	0.0270001 	 -1.8588788e-08 	-1.8522001e-08 	0.02317444 	
0 	0 	0.027500083 	 -1.6610157e-08 	-1.6542428e-08 	0.02317432 	
0 	0 	0.028000067 	 -1.4587036e-08 	-1.4518511e-08 	0.023174256 	
0 	0 	0.02850005 	 -1.2563916e-08 	-1.2494595e-08 	0.023174191 	
0 	0 	0.029000033 	 -1.0540796e-08 	-1.0470678e-08 	0.023174127 	
0 	0 	0.029500017 	 -8.5176757e-09 	-8.4467619e-09 	0.023174063 	
0 	0 	0.03 	 -6.4945555e-09 	-6.4228454e-09 	0.023173999 	
0 	0 	0.030499983 	 -4.4326328e-09 	-4.3604374e-09 	0.023174063 	
0 	0 	0.030999967 	 -2.3707102e-09 	-2.2980295e-09 	0.023174127 	
0 	0 	0.03149995 	 -3.0878753e-10 	-2.3562156e-10 	0.023174191 	
0 	0 	0.031999933 	 1.7531351e-09 	1.8267864e-09 	0.023174256 	
0 	0 	0.032499917 	 3.8150578e-09 	3.8891943e-09 	0.02317432 	
0 	0 	0.0329999 	 5.8687028e-09 	5.943161e-09 	0.02317444 	
0 	0 	0.033499883 	 7.9130261e-09 	7.9876216e-09 	0.023174624 	
0 	0 	0.033999867 	 9.9573494e-09 	1.0032082e-08 	0.023174808 	
0 	0 	0.03449985 	 1.2001673e-08 	1.2076543e-08 	0.023174992 	
0 	0 	0.034999833 	 1.4045996e-08 	1.4121004e-08 	0.023175176 	
0 	0 	0.035499817 	 1.6066464e-08 	1.61415e-08 	0.023175379 	
0 	0 	0.0359998 	 1.7995976e-08 	1.8070624e-08 	0.023175651 	
0 	0 	0.036499783 	 1.9925488e-08 	1.9999747e-08 	0.023175924 	
0 	0 	0.036999767 	 2.1855e-08 	2.1928871e-08 	0.023176197 	
0 	0 	0.03749975 	 2.3784512e-08 	2.3857995e-08 	0.02317647 	
0 	0 	0.037999733 	 2.5672765e-08 	2.574579e-08 	0.023176751 	
0 	0 	0.038499717 	 2.7395394e-08 	2.7467682e-08 	0.023177065 	
0 	0 	0.0389997 	 2.9118023e-08 	2.9189574e-08 	0.02317738 	
0 	0 	0.039499683 	 3.0840652e-08 	3.0911465e-08 	0.023177694 	
0 	0 	0.039999667 	 3.2563281e-08 	3.2633357e-08 	0.023178009 	
0 	0 	0.04049965 	 3.4157342e-08 	3.4226654e-08 	0.023178316 	
0 	0 	0.040999633 	 3.5583053e-08 	3.5651566e-08 	0.023178613 	
0 	0 	0.041499617 	 3.7008764e-08 	3.7076478e-08 	0.023178911 	
0 	0 	0.0419996 	 3.8434475e-08 	3.850139e-08 	0.023179208 	
0 	0 	0.042499583 	 3.9860186e-08 	3.9926302e-08 	0.023179506 	
0 	0 	0.042999567 	 4.0947901e-08 	4.101319e-08 	0.023179728 	
0 	0 	0.04349955 	 4.1996733e-08 	4.2061191e-08 	0.023179943 	
0 	0 	0.043999533 	 4.3045565e-08 	4.3109192e-08 	0.023180157 	
0 	0 	0.044499517 	 4.4094396e-08 	4.4157193e-08 	0.023180371 	
0 	0 	0.0449995 	 4.4882819e-08 	4.4944708e-08 	0.023180498 	
0 	0 	0.045499483 	 4.548249e-08 	4.5543415e-08 	0.023180562 	
0 	0 	0.045999467 	 4.6082161e-08 	4.6142122e-08 	0.023180626 	
0 	0 	0.04649945 	 4.6681833e-08 	4.6740829e-08 	0.02318069 	
0 	0 	0.046999433 	 4.7040222e-08 	4.7098127e-08 	0.023180655 	
